"ensembl_gene_id"	"hgnc_symbol"	"entrezgene"
"48269"	"ENSG00000270265"	""	NA
"48270"	"ENSG00000143816"	"WNT9A"	7483
"48271"	"ENSG00000251611"	"FAM160A1-DT"	NA
"48272"	"ENSG00000186150"	"UBL4B"	164153
"48273"	"ENSG00000259744"	""	NA
"48274"	"ENSG00000129028"	"THAP10"	56906
"48275"	"ENSG00000229637"	"PRAC2"	360205
"48276"	"ENSG00000176884"	"GRIN1"	2902
"48277"	"ENSG00000282354"	"TRBV12-4"	NA
"48278"	"ENSG00000233003"	"CICP26"	NA
"48279"	"ENSG00000121274"	"PAPD5"	64282
"48280"	"ENSG00000220557"	"HMGB1P13"	NA
"48281"	"ENSG00000243230"	""	NA
"48282"	"ENSG00000274886"	"SEPT14P17"	NA
"48283"	"ENSG00000227170"	""	NA
"48284"	"ENSG00000139636"	"LMBR1L"	55716
"48285"	"ENSG00000265739"	""	NA
"48286"	"ENSG00000263657"	""	NA
"48287"	"ENSG00000271490"	""	NA
"48288"	"ENSG00000226317"	"LINC00351"	100874137
"48289"	"ENSG00000267482"	""	NA
"48290"	"ENSG00000259022"	"DNAJC8P1"	NA
"48291"	"ENSG00000137821"	"LRRC49"	54839
"48292"	"ENSG00000154342"	"WNT3A"	89780
"48293"	"ENSG00000266919"	""	NA
"48294"	"ENSG00000259017"	""	NA
"48295"	"ENSG00000263477"	""	NA
"48296"	"ENSG00000279960"	""	NA
"48297"	"ENSG00000264007"	""	NA
"48298"	"ENSG00000128602"	"SMO"	6608
"48299"	"ENSG00000184564"	"SLITRK6"	84189
"48300"	"ENSG00000264031"	"ABHD15-AS1"	NA
"48301"	"ENSG00000276255"	""	NA
"48302"	"ENSG00000168792"	"ABHD15"	116236
"48303"	"ENSG00000186452"	"TMPRSS12"	283471
"48304"	"ENSG00000241737"	"FAM90A23P"	NA
"48305"	"ENSG00000266200"	"PNLIPRP2"	5408
"48306"	"ENSG00000019582"	"CD74"	972
"48307"	"ENSG00000261535"	""	NA
"48308"	"ENSG00000259803"	"SLC22A31"	146429
"48309"	"ENSG00000228236"	"TXNP5"	NA
"48310"	"ENSG00000272219"	""	NA
"48311"	"ENSG00000279562"	""	NA
"48312"	"ENSG00000259294"	""	NA
"48313"	"ENSG00000265713"	""	NA
"48314"	"ENSG00000271621"	""	NA
"48315"	"ENSG00000074755"	"ZZEF1"	23140
"48316"	"ENSG00000264647"	""	NA
"48317"	"ENSG00000265289"	""	NA
"48318"	"ENSG00000223458"	"LMO7DN-IT1"	104326189
"48319"	"ENSG00000178734"	"LMO7DN"	729420
"48320"	"ENSG00000228110"	"ST13P19"	NA
"48321"	"ENSG00000257790"	"EIF4A1P4"	NA
"48322"	"ENSG00000259105"	"RPS3AP4"	NA
"48323"	"ENSG00000228965"	"RPSAP60"	NA
"48324"	"ENSG00000280425"	""	NA
"48325"	"ENSG00000226299"	"RPSAP62"	NA
"48326"	"ENSG00000236571"	""	NA
"48327"	"ENSG00000258783"	"KRT18P6"	NA
"48328"	"ENSG00000276042"	"LILRB4"	11006
"48329"	"ENSG00000234413"	""	NA
"48330"	"ENSG00000213122"	"RPL23AP46"	NA
"48331"	"ENSG00000164841"	"TMEM74"	157753
"48332"	"ENSG00000117408"	"IPO13"	9670
"48333"	"ENSG00000253949"	""	NA
"48334"	"ENSG00000253580"	"TRMT10BP1"	NA
"48335"	"ENSG00000168348"	"INSM2"	84684
"48336"	"ENSG00000233926"	""	101927502
"48337"	"ENSG00000157216"	"SSBP3"	23648
"48338"	"ENSG00000088325"	"TPX2"	22974
"48339"	"ENSG00000101160"	"CTSZ"	1522
"48340"	"ENSG00000174695"	"TMEM167A"	153339
"48341"	"ENSG00000053501"	"USE1"	55850
"48342"	"ENSG00000126787"	"DLGAP5"	9787
"48343"	"ENSG00000240553"	""	NA
"48344"	"ENSG00000243385"	""	NA
"48345"	"ENSG00000240698"	"RPS2P39"	NA
"48346"	"ENSG00000229010"	""	NA
"48347"	"ENSG00000251552"	"COQ10BP2"	NA
"48348"	"ENSG00000144771"	"LRTM1"	57408
"48349"	"ENSG00000152422"	"XRCC4"	7518
"48350"	"ENSG00000169641"	"LUZP1"	7798
"48351"	"ENSG00000176845"	"METRNL"	284207
"48352"	"ENSG00000276896"	"GOLGA8F"	283768
"48353"	"ENSG00000276896"	"GOLGA8F"	100132565
"48354"	"ENSG00000134058"	"CDK7"	1022
"48355"	"ENSG00000087086"	"FTL"	2512
"48356"	"ENSG00000157445"	"CACNA2D3"	55799
"48357"	"ENSG00000164142"	"FAM160A1"	729830
"48358"	"ENSG00000004487"	"KDM1A"	23028
"48359"	"ENSG00000274370"	""	NA
"48360"	"ENSG00000284431"	""	NA
"48361"	"ENSG00000109062"	"SLC9A3R1"	9368
"48362"	"ENSG00000223442"	"TH2LCRR"	101927761
"48363"	"ENSG00000261888"	""	NA
"48364"	"ENSG00000185432"	"METTL7A"	25840
"48365"	"ENSG00000279143"	""	NA
"48366"	"ENSG00000227413"	""	NA
"48367"	"ENSG00000232564"	""	101927257
"48368"	"ENSG00000262898"	""	NA
"48369"	"ENSG00000172912"	"COX6B1P3"	NA
"48370"	"ENSG00000169432"	"SCN9A"	6335
"48371"	"ENSG00000197536"	"C5orf56"	441108
"48372"	"ENSG00000100359"	"SGSM3"	27352
"48373"	"ENSG00000159184"	"HOXB13"	10481
"48374"	"ENSG00000232938"	"RPL23AP87"	388574
"48375"	"ENSG00000262952"	""	NA
"48376"	"ENSG00000262094"	""	NA
"48377"	"ENSG00000242407"	""	NA
"48378"	"ENSG00000233455"	""	NA
"48379"	"ENSG00000264659"	""	NA
"48380"	"ENSG00000274480"	"KIR3DL3"	115653
"48381"	"ENSG00000186074"	"CD300LF"	146722
"48382"	"ENSG00000238160"	""	NA
"48383"	"ENSG00000266027"	"MSH5-SAPCD1"	NA
"48384"	"ENSG00000234290"	""	NA
"48385"	"ENSG00000170703"	"TTLL6"	284076
"48386"	"ENSG00000283782"	""	NA
"48387"	"ENSG00000168724"	"DNAJC21"	134218
"48388"	"ENSG00000169194"	"IL13"	3596
"48389"	"ENSG00000183955"	"KMT5A"	387893
"48390"	"ENSG00000231825"	"PRRC2A"	7916
"48391"	"ENSG00000250328"	""	153163
"48392"	"ENSG00000197249"	"SERPINA1"	5265
"48393"	"ENSG00000272139"	""	NA
"48394"	"ENSG00000249621"	""	NA
"48395"	"ENSG00000249916"	""	NA
"48396"	"ENSG00000234692"	""	NA
"48397"	"ENSG00000173077"	"DEC1"	50514
"48398"	"ENSG00000275452"	"KIR2DS2"	100132285
"48399"	"ENSG00000235527"	"HIPK1-AS1"	101928846
"48400"	"ENSG00000228714"	""	101928775
"48401"	"ENSG00000204148"	"LINC00474"	NA
"48402"	"ENSG00000270659"	""	NA
"48403"	"ENSG00000113522"	"RAD50"	10111
"48404"	"ENSG00000236193"	"LINC01953"	NA
"48405"	"ENSG00000228707"	""	NA
"48406"	"ENSG00000163349"	"HIPK1"	204851
"48407"	"ENSG00000141750"	"STAC2"	342667
"48408"	"ENSG00000236107"	""	101929680
"48409"	"ENSG00000236107"	""	102724058
"48410"	"ENSG00000163479"	"SSR2"	6746
"48411"	"ENSG00000278212"	""	NA
"48412"	"ENSG00000228735"	""	NA
"48413"	"ENSG00000232612"	"RPL31P35"	NA
"48414"	"ENSG00000204978"	"ERICH4"	NA
"48415"	"ENSG00000274162"	"SNX18P1Y"	NA
"48416"	"ENSG00000229999"	""	NA
"48417"	"ENSG00000160326"	"SLC2A6"	11182
"48418"	"ENSG00000230293"	"MSH5"	4439
"48419"	"ENSG00000105323"	"HNRNPUL1"	11100
"48420"	"ENSG00000266036"	""	NA
"48421"	"ENSG00000272834"	""	NA
"48422"	"ENSG00000196588"	"MKL1"	57591
"48423"	"ENSG00000156218"	"ADAMTSL3"	57188
"48424"	"ENSG00000144285"	"SCN1A"	6323
"48425"	"ENSG00000274502"	"ANKRD20A6P"	NA
"48426"	"ENSG00000262528"	""	NA
"48427"	"ENSG00000139842"	"CUL4A"	8451
"48428"	"ENSG00000244757"	""	NA
"48429"	"ENSG00000161996"	"WDR90"	197335
"48430"	"ENSG00000168619"	"ADAM18"	8749
"48431"	"ENSG00000226604"	"PAPPA-AS2"	NA
"48432"	"ENSG00000182752"	"PAPPA"	5069
"48433"	"ENSG00000282605"	"TRBV12-5"	NA
"48434"	"ENSG00000115423"	"DNAH6"	1768
"48435"	"ENSG00000109065"	"NAT9"	26151
"48436"	"ENSG00000277725"	"KIR2DL2"	3803
"48437"	"ENSG00000282252"	"TRBV14"	NA
"48438"	"ENSG00000260650"	""	NA
"48439"	"ENSG00000140932"	"CMTM2"	146225
"48440"	"ENSG00000138678"	"GPAT3"	84803
"48441"	"ENSG00000265992"	"ESRG"	790952
"48442"	"ENSG00000258900"	"HNRNPCP1"	NA
"48443"	"ENSG00000243715"	"CACNA2D3-AS1"	100874237
"48444"	"ENSG00000256040"	"PAPPA-AS1"	493913
"48445"	"ENSG00000100575"	"TIMM9"	26520
"48446"	"ENSG00000233176"	"OR7E157P"	NA
"48447"	"ENSG00000232767"	""	105378499
"48448"	"ENSG00000229806"	"RPS15P5"	NA
"48449"	"ENSG00000278580"	""	NA
"48450"	"ENSG00000188316"	"ENO4"	387712
"48451"	"ENSG00000228241"	"MOB1AP1"	NA
"48452"	"ENSG00000232252"	""	NA
"48453"	"ENSG00000283371"	""	NA
"48454"	"ENSG00000277914"	"DDX6P2"	NA
"48455"	"ENSG00000214039"	"LINC02418"	NA
"48456"	"ENSG00000231879"	"TXNL1P1"	NA
"48457"	"ENSG00000231023"	"LINC00326"	NA
"48458"	"ENSG00000119630"	"PGF"	5228
"48459"	"ENSG00000261650"	""	NA
"48460"	"ENSG00000282497"	"TRBV15"	NA
"48461"	"ENSG00000164587"	"RPS14"	6208
"48462"	"ENSG00000259877"	""	NA
"48463"	"ENSG00000214659"	"KRT8P26"	NA
"48464"	"ENSG00000225302"	""	NA
"48465"	"ENSG00000220113"	"MTCYBP4"	NA
"48466"	"ENSG00000255557"	""	NA
"48467"	"ENSG00000187164"	"SHTN1"	57698
"48468"	"ENSG00000254470"	"AP5B1"	91056
"48469"	"ENSG00000258567"	"DUX4L16"	NA
"48470"	"ENSG00000259470"	"KRT8P9"	NA
"48471"	"ENSG00000260659"	""	NA
"48472"	"ENSG00000104812"	"GYS1"	2997
"48473"	"ENSG00000235833"	""	NA
"48474"	"ENSG00000254796"	""	NA
"48475"	"ENSG00000226275"	"LTA"	4049
"48476"	"ENSG00000170100"	"ZNF778"	197320
"48477"	"ENSG00000163586"	"FABP1"	2168
"48478"	"ENSG00000231150"	""	NA
"48479"	"ENSG00000196912"	"ANKRD36B"	57730
"48480"	"ENSG00000221923"	"ZNF880"	400713
"48481"	"ENSG00000219273"	""	NA
"48482"	"ENSG00000258650"	"HSBP1P1"	NA
"48483"	"ENSG00000258378"	""	NA
"48484"	"ENSG00000237369"	"UBDP1"	NA
"48485"	"ENSG00000235847"	"LDHAP7"	NA
"48486"	"ENSG00000282415"	"TRBV16"	NA
"48487"	"ENSG00000237544"	"MAS1LP1"	NA
"48488"	"ENSG00000259056"	"DUXAP1"	NA
"48489"	"ENSG00000100578"	"KIAA0586"	9786
"48490"	"ENSG00000129566"	"TEP1"	7011
"48491"	"ENSG00000234821"	"MRPS33P4"	NA
"48492"	"ENSG00000232465"	""	NA
"48493"	"ENSG00000225785"	""	NA
"48494"	"ENSG00000224681"	""	NA
"48495"	"ENSG00000272519"	""	NA
"48496"	"ENSG00000234948"	"LINC01524"	101927700
"48497"	"ENSG00000196096"	""	NA
"48498"	"ENSG00000113525"	"IL5"	3567
"48499"	"ENSG00000168958"	"MFF"	56947
"48500"	"ENSG00000237284"	"MAS1L"	116511
"48501"	"ENSG00000106330"	"MOSPD3"	64598
"48502"	"ENSG00000255404"	""	NA
"48503"	"ENSG00000172818"	"OVOL1"	5017
"48504"	"ENSG00000214389"	"RPS3AP26"	NA
"48505"	"ENSG00000006453"	"BAIAP2L1"	55971
"48506"	"ENSG00000070614"	"NDST1"	3340
"48507"	"ENSG00000255120"	"OVOL1-AS1"	101927828
"48508"	"ENSG00000265460"	""	NA
"48509"	"ENSG00000257027"	""	NA
"48510"	"ENSG00000125347"	"IRF1"	3659
"48511"	"ENSG00000257355"	""	NA
"48512"	"ENSG00000227069"	"CNN2P2"	NA
"48513"	"ENSG00000219665"	""	101928464
"48514"	"ENSG00000232433"	"GXYLT1P3"	NA
"48515"	"ENSG00000272950"	""	NA
"48516"	"ENSG00000165868"	"HSPA12A"	259217
"48517"	"ENSG00000283525"	""	NA
"48518"	"ENSG00000274157"	""	NA
"48519"	"ENSG00000154310"	"TNIK"	23043
"48520"	"ENSG00000164713"	"BRI3"	25798
"48521"	"ENSG00000124449"	"IRGC"	56269
"48522"	"ENSG00000103512"	"NOMO1"	23420
"48523"	"ENSG00000011405"	"PIK3C2A"	5286
"48524"	"ENSG00000184906"	""	101929583
"48525"	"ENSG00000257446"	"ZNF878"	729747
"48526"	"ENSG00000233528"	"LINC00430"	NA
"48527"	"ENSG00000228074"	"UBBP5"	NA
"48528"	"ENSG00000197647"	"ZNF433"	163059
"48529"	"ENSG00000228473"	"LIN28AP2"	NA
"48530"	"ENSG00000279594"	""	NA
"48531"	"ENSG00000254333"	"NDST1-AS1"	102546298
"48532"	"ENSG00000258646"	""	NA
"48533"	"ENSG00000228824"	"MIR4500HG"	642345
"48534"	"ENSG00000119718"	"EIF2B2"	8892
"48535"	"ENSG00000277977"	""	NA
"48536"	"ENSG00000276500"	"BMS1P14"	NA
"48537"	"ENSG00000235742"	""	NA
"48538"	"ENSG00000072501"	"SMC1A"	8243
"48539"	"ENSG00000269834"	"ZNF528-AS1"	NA
"48540"	"ENSG00000278122"	"AQP7P5"	NA
"48541"	"ENSG00000165863"	"C10orf82"	143379
"48542"	"ENSG00000272515"	""	NA
"48543"	"ENSG00000274067"	""	NA
"48544"	"ENSG00000232636"	""	NA
"48545"	"ENSG00000271657"	""	NA
"48546"	"ENSG00000259832"	"CYP4A26P"	NA
"48547"	"ENSG00000126226"	"PCID2"	55795
"48548"	"ENSG00000261196"	"CYP4A43P"	NA
"48549"	"ENSG00000275650"	"TTYH1"	57348
"48550"	"ENSG00000170340"	"B3GNT2"	10678
"48551"	"ENSG00000261593"	"CYP4A27P"	NA
"48552"	"ENSG00000187616"	"MYMK"	389827
"48553"	"ENSG00000261290"	"CYP4A44P"	NA
"48554"	"ENSG00000109066"	"TMEM104"	54868
"48555"	"ENSG00000228195"	"RPL5P27"	NA
"48556"	"ENSG00000107829"	"FBXW4"	6468
"48557"	"ENSG00000270335"	""	NA
"48558"	"ENSG00000165300"	"SLITRK5"	26050
"48559"	"ENSG00000236196"	"NFKBIL1"	4795
"48560"	"ENSG00000228541"	""	NA
"48561"	"ENSG00000277640"	""	NA
"48562"	"ENSG00000203334"	""	NA
"48563"	"ENSG00000110700"	"RPS13"	6207
"48564"	"ENSG00000255528"	""	NA
"48565"	"ENSG00000167555"	"ZNF528"	84436
"48566"	"ENSG00000186377"	"CYP4X1"	260293
"48567"	"ENSG00000117322"	"CR2"	1380
"48568"	"ENSG00000185742"	"C11orf87"	399947
"48569"	"ENSG00000254890"	""	NA
"48570"	"ENSG00000255028"	""	NA
"48571"	"ENSG00000105771"	"SMG9"	56006
"48572"	"ENSG00000230698"	""	NA
"48573"	"ENSG00000164077"	"MON1A"	84315
"48574"	"ENSG00000223404"	"LINC00397"	NA
"48575"	"ENSG00000255921"	""	NA
"48576"	"ENSG00000256482"	""	NA
"48577"	"ENSG00000249917"	"LINC00536"	100859921
"48578"	"ENSG00000278969"	""	NA
"48579"	"ENSG00000213779"	""	NA
"48580"	"ENSG00000272046"	""	NA
"48581"	"ENSG00000060982"	"BCAT1"	586
"48582"	"ENSG00000232204"	"TET1P1"	NA
"48583"	"ENSG00000240808"	""	NA
"48584"	"ENSG00000253672"	""	NA
"48585"	"ENSG00000161509"	"GRIN2C"	2905
"48586"	"ENSG00000231019"	""	105370306
"48587"	"ENSG00000104973"	"MED25"	81857
"48588"	"ENSG00000231000"	"RPS17P1"	NA
"48589"	"ENSG00000225432"	""	105375009
"48590"	"ENSG00000229383"	"LINC01015"	100507362
"48591"	"ENSG00000170054"	"SERPINA9"	327657
"48592"	"ENSG00000232294"	""	NA
"48593"	"ENSG00000241595"	"KRTAP9-4"	85280
"48594"	"ENSG00000197859"	"ADAMTSL2"	9719
"48595"	"ENSG00000198083"	"KRTAP9-9"	81870
"48596"	"ENSG00000212659"	"KRTAP9-6"	100507608
"48597"	"ENSG00000229351"	"KRTAP9-11P"	NA
"48598"	"ENSG00000261793"	""	NA
"48599"	"ENSG00000184709"	"LRRC26"	389816
"48600"	"ENSG00000180386"	"KRTAP9-7"	100505724
"48601"	"ENSG00000237183"	"KRTAP9-10P"	NA
"48602"	"ENSG00000158423"	"RIBC1"	158787
"48603"	"ENSG00000228008"	""	NA
"48604"	"ENSG00000185863"	"TMEM210"	100505993
"48605"	"ENSG00000212658"	"KRTAP29-1"	100533177
"48606"	"ENSG00000212657"	"KRTAP16-1"	100505753
"48607"	"ENSG00000164078"	"MST1R"	4486
"48608"	"ENSG00000186860"	"KRTAP17-1"	83902
"48609"	"ENSG00000233014"	"TBC1D3P7"	NA
"48610"	"ENSG00000108516"	""	NA
"48611"	"ENSG00000145861"	"C1QTNF2"	114898
"48612"	"ENSG00000006059"	"KRT33A"	3883
"48613"	"ENSG00000250317"	"SMIM20"	389203
"48614"	"ENSG00000227074"	"SAPCD1"	401251
"48615"	"ENSG00000103034"	"NDRG4"	65009
"48616"	"ENSG00000236052"	"LINC01643"	NA
"48617"	"ENSG00000261692"	""	NA
"48618"	"ENSG00000261253"	""	NA
"48619"	"ENSG00000221886"	"ZBED8"	63920
"48620"	"ENSG00000224404"	""	NA
"48621"	"ENSG00000240632"	"SPATA31D5P"	347127
"48622"	"ENSG00000260279"	""	NA
"48623"	"ENSG00000227856"	"SAPCD1-AS1"	NA
"48624"	"ENSG00000091490"	"SEL1L3"	23231
"48625"	"ENSG00000196403"	"OR10D1P"	NA
"48626"	"ENSG00000270832"	""	NA
"48627"	"ENSG00000261574"	""	NA
"48628"	"ENSG00000268218"	""	NA
"48629"	"ENSG00000197309"	"OR10D3"	26497
"48630"	"ENSG00000132432"	"SEC61G"	23480
"48631"	"ENSG00000144355"	"DLX1"	1745
"48632"	"ENSG00000235526"	""	NA
"48633"	"ENSG00000167522"	"ANKRD11"	29123
"48634"	"ENSG00000186910"	"SERPINA11"	256394
"48635"	"ENSG00000227091"	""	NA
"48636"	"ENSG00000239426"	"OR8F1P"	NA
"48637"	"ENSG00000197106"	"SLC6A17"	388662
"48638"	"ENSG00000248863"	""	NA
"48639"	"ENSG00000253852"	""	NA
"48640"	"ENSG00000255425"	"OR8G3P"	NA
"48641"	"ENSG00000237770"	"SPATA31D2P"	NA
"48642"	"ENSG00000266560"	""	NA
"48643"	"ENSG00000256357"	""	NA
"48644"	"ENSG00000273247"	""	NA
"48645"	"ENSG00000171992"	"SYNPO"	11346
"48646"	"ENSG00000189357"	"SPATA31D4"	389761
"48647"	"ENSG00000254482"	""	NA
"48648"	"ENSG00000277744"	""	NA
"48649"	"ENSG00000255730"	""	NA
"48650"	"ENSG00000137463"	"MGARP"	84709
"48651"	"ENSG00000242520"	"MAGEA5"	NA
"48652"	"ENSG00000267559"	""	105376108
"48653"	"ENSG00000124260"	"MAGEA10"	4109
"48654"	"ENSG00000077348"	"EXOSC5"	56915
"48655"	"ENSG00000230846"	""	NA
"48656"	"ENSG00000186788"	"SPATA31D3"	389762
"48657"	"ENSG00000274156"	""	NA
"48658"	"ENSG00000270734"	""	NA
"48659"	"ENSG00000271596"	""	NA
"48660"	"ENSG00000172007"	"RAB33B"	83452
"48661"	"ENSG00000249171"	""	NA
"48662"	"ENSG00000196990"	"FAM163B"	642968
"48663"	"ENSG00000236366"	""	153910
"48664"	"ENSG00000164609"	"SLU7"	10569
"48665"	"ENSG00000234707"	""	NA
"48666"	"ENSG00000115844"	"DLX2"	1746
"48667"	"ENSG00000274797"	""	NA
"48668"	"ENSG00000214511"	"HIGD1C"	613227
"48669"	"ENSG00000261018"	""	NA
"48670"	"ENSG00000223952"	"TNF"	7124
"48671"	"ENSG00000235485"	""	NA
"48672"	"ENSG00000269776"	"DPPA5P1"	NA
"48673"	"ENSG00000253217"	""	NA
"48674"	"ENSG00000109390"	"NDUFC1"	4717
"48675"	"ENSG00000099864"	"PALM"	5064
"48676"	"ENSG00000253824"	""	NA
"48677"	"ENSG00000236651"	"DLX2-AS1"	104326193
"48678"	"ENSG00000257379"	""	NA
"48679"	"ENSG00000161513"	"FDXR"	2232
"48680"	"ENSG00000232555"	""	NA
"48681"	"ENSG00000253842"	""	NA
"48682"	"ENSG00000278924"	""	NA
"48683"	"ENSG00000282977"	"PCBP2-OT1"	102157401
"48684"	"ENSG00000261206"	"LINC00561"	100861545
"48685"	"ENSG00000105329"	"TGFB1"	7040
"48686"	"ENSG00000272853"	""	NA
"48687"	"ENSG00000250309"	""	NA
"48688"	"ENSG00000253666"	""	NA
"48689"	"ENSG00000266469"	""	NA
"48690"	"ENSG00000164591"	"MYOZ3"	91977
"48691"	"ENSG00000214980"	""	NA
"48692"	"ENSG00000254364"	""	NA
"48693"	"ENSG00000176798"	"OR51L1"	119682
"48694"	"ENSG00000250546"	""	101928978
"48695"	"ENSG00000125686"	"MED1"	5469
"48696"	"ENSG00000197111"	"PCBP2"	5094
"48697"	"ENSG00000010818"	"HIVEP2"	3097
"48698"	"ENSG00000134962"	"KLB"	152831
"48699"	"ENSG00000224300"	"OR51P1P"	NA
"48700"	"ENSG00000224337"	"FAM8A3P"	NA
"48701"	"ENSG00000230261"	"OR52J2P"	NA
"48702"	"ENSG00000268987"	""	NA
"48703"	"ENSG00000248749"	""	NA
"48704"	"ENSG00000205495"	"OR52J3"	119679
"48705"	"ENSG00000105341"	"DMAC2"	55101
"48706"	"ENSG00000257264"	""	NA
"48707"	"ENSG00000224933"	"LINC01034"	NA
"48708"	"ENSG00000176787"	"OR52E2"	119678
"48709"	"ENSG00000236237"	"LTB"	4050
"48710"	"ENSG00000132768"	"DPH2"	1802
"48711"	"ENSG00000274128"	""	NA
"48712"	"ENSG00000249839"	""	NA
"48713"	"ENSG00000261665"	"TUBAP4"	NA
"48714"	"ENSG00000181214"	"OR8G2P"	NA
"48715"	"ENSG00000276316"	"OR8G7P"	NA
"48716"	"ENSG00000121152"	"NCAPH"	23397
"48717"	"ENSG00000198633"	"ZNF534"	147658
"48718"	"ENSG00000197849"	"OR8G1"	26494
"48719"	"ENSG00000258354"	""	NA
"48720"	"ENSG00000255298"	"OR8G5"	219865
"48721"	"ENSG00000163623"	"NKX6-1"	4825
"48722"	"ENSG00000237192"	"TRIM10"	10107
"48723"	"ENSG00000251009"	""	NA
"48724"	"ENSG00000250541"	""	NA
"48725"	"ENSG00000255116"	"SLC5A4P1"	NA
"48726"	"ENSG00000236432"	""	NA
"48727"	"ENSG00000224677"	"PDIA3P2"	NA
"48728"	"ENSG00000196341"	"OR8D1"	283159
"48729"	"ENSG00000166762"	"CATSPER2"	117155
"48730"	"ENSG00000279116"	"OR8D2"	283160
"48731"	"ENSG00000144115"	"THNSL2"	55258
"48732"	"ENSG00000169031"	"COL4A3"	1285
"48733"	"ENSG00000254976"	"OR8B7P"	NA
"48734"	"ENSG00000255225"	"OR8B6P"	NA
"48735"	"ENSG00000255030"	"OR8B5P"	NA
"48736"	"ENSG00000232618"	""	NA
"48737"	"ENSG00000237851"	""	NA
"48738"	"ENSG00000227737"	"OR8B1P"	NA
"48739"	"ENSG00000233138"	""	NA
"48740"	"ENSG00000225948"	""	NA
"48741"	"ENSG00000108306"	"FBXL20"	84961
"48742"	"ENSG00000229254"	"OR8C1P"	NA
"48743"	"ENSG00000175455"	"CCDC14"	64770
"48744"	"ENSG00000223784"	"LINP1"	108570035
"48745"	"ENSG00000225756"	"DBH-AS1"	138948
"48746"	"ENSG00000223852"	"ZFP57"	346171
"48747"	"ENSG00000281186"	""	100652997
"48748"	"ENSG00000284680"	"OR8B2"	26595
"48749"	"ENSG00000123454"	"DBH"	1621
"48750"	"ENSG00000164134"	"NAA15"	80155
"48751"	"ENSG00000284609"	"OR8B3"	390271
"48752"	"ENSG00000276266"	""	NA
"48753"	"ENSG00000255048"	"OR8X1P"	NA
"48754"	"ENSG00000248262"	""	NA
"48755"	"ENSG00000225380"	"IGKV1OR9-2"	NA
"48756"	"ENSG00000251210"	"LINC02270"	101929019
"48757"	"ENSG00000280090"	"OR8B4"	283162
"48758"	"ENSG00000014257"	"ACPP"	55
"48759"	"ENSG00000238053"	"ZDHHC20P1"	NA
"48760"	"ENSG00000274610"	"KIR3DP1"	NA
"48761"	"ENSG00000276423"	"KIR3DL1"	3811
"48762"	"ENSG00000249780"	""	NA
"48763"	"ENSG00000267107"	"PCAT19"	100505495
"48764"	"ENSG00000197125"	"OR8B8"	26493
"48765"	"ENSG00000249995"	"ECM1P2"	NA
"48766"	"ENSG00000152455"	"SUV39H2"	79723
"48767"	"ENSG00000106682"	"EIF4H"	7458
"48768"	"ENSG00000255510"	"OR8A2P"	NA
"48769"	"ENSG00000248098"	"BCKDHA"	593
"48770"	"ENSG00000229386"	"OR8B9P"	NA
"48771"	"ENSG00000182919"	"C11orf54"	28970
"48772"	"ENSG00000261145"	""	NA
"48773"	"ENSG00000249510"	""	NA
"48774"	"ENSG00000160606"	"TLCD1"	116238
"48775"	"ENSG00000269349"	""	NA
"48776"	"ENSG00000079112"	"CDH17"	1015
"48777"	"ENSG00000278543"	""	NA
"48778"	"ENSG00000223919"	"LTA"	4049
"48779"	"ENSG00000258405"	"ZNF578"	147660
"48780"	"ENSG00000164611"	"PTTG1"	9232
"48781"	"ENSG00000275137"	""	NA
"48782"	"ENSG00000233702"	""	NA
"48783"	"ENSG00000186889"	"TMEM17"	200728
"48784"	"ENSG00000275237"	"KIR2DL4"	3805
"48785"	"ENSG00000022267"	"FHL1"	2273
"48786"	"ENSG00000284617"	""	NA
"48787"	"ENSG00000235881"	""	NA
"48788"	"ENSG00000240156"	"COX6CP6"	NA
"48789"	"ENSG00000267340"	""	NA
"48790"	"ENSG00000238266"	"LINC00707"	100507127
"48791"	"ENSG00000188554"	"NBR1"	4077
"48792"	"ENSG00000267729"	""	NA
"48793"	"ENSG00000152457"	"DCLRE1C"	64421
"48794"	"ENSG00000265073"	""	NA
"48795"	"ENSG00000260641"	""	NA
"48796"	"ENSG00000155465"	"SLC7A7"	9056
"48797"	"ENSG00000234248"	""	NA
"48798"	"ENSG00000142046"	"TMEM91"	641649
"48799"	"ENSG00000259154"	"DUX4L17"	NA
"48800"	"ENSG00000160602"	"NEK8"	284086
"48801"	"ENSG00000249764"	""	NA
"48802"	"ENSG00000223581"	""	NA
"48803"	"ENSG00000224965"	"KCNC4-AS1"	NA
"48804"	"ENSG00000227118"	"BTF3P13"	NA
"48805"	"ENSG00000270811"	""	NA
"48806"	"ENSG00000275601"	""	NA
"48807"	"ENSG00000284655"	""	NA
"48808"	"ENSG00000280356"	""	NA
"48809"	"ENSG00000234891"	""	NA
"48810"	"ENSG00000235845"	""	NA
"48811"	"ENSG00000090989"	"EXOC1"	55763
"48812"	"ENSG00000237316"	""	NA
"48813"	"ENSG00000163810"	"TGM4"	7047
"48814"	"ENSG00000227895"	"ISX-AS1"	NA
"48815"	"ENSG00000106327"	"TFR2"	7036
"48816"	"ENSG00000274714"	"KIR2DS4"	3809
"48817"	"ENSG00000260741"	""	NA
"48818"	"ENSG00000166828"	"SCNN1G"	6340
"48819"	"ENSG00000282483"	"TRBV17"	NA
